inst,cell,x_um,y_um,ir_orig_mV,ir_comp_mV,delta_mV
u0/g12206__8428,XOR2xp5_ASAP7_75t_SL,171.576,27.936,27.68,,
u0/FE_PHC2621_uk_K_r7_5,HB2xp67_ASAP7_75t_SL,200.952,37.656,27.68,,
FE_PHC1548_key_b_r_5_9,HB3xp67_ASAP7_75t_SL,31.824,172.656,27.68,,
u0/u9_u6_g1933,NAND2xp5_ASAP7_75t_SL,258.624,45.216,27.68,,
key_b_r_reg\[0\]\[41\],,,,27.68,30.83,3.15
u0/g20803,XOR2xp5_ASAP7_75t_SL,21.024,64.656,27.68,,
FE_PHC2299_key_c_r_12_34,HB2xp67_ASAP7_75t_SL,57.096,345.456,27.68,,
u0/g20513__4733,OAI211xp5_ASAP7_75t_SL,18.864,71.136,27.68,,
u0/g20479__7098,AOI21xp5_ASAP7_75t_SL,13.464,75.456,27.68,,
key_c_r_reg\[32\]\[37\],,,,27.67,28.87,1.2
u0/g27851,XNOR2xp5_ASAP7_75t_SL,91.224,18.216,27.67,,
u2/u12_u7_g2519,O2A1O1Ixp33_ASAP7_75t_SL,271.152,50.616,27.67,,
u0/g12720,INVx1_ASAP7_75t_SL,117.144,9.576,27.67,,
u0/g12673,OAI32xp33_ASAP7_75t_SL,114.552,9.576,27.67,,
FE_PHC4472_key_c_r_29_48,HB1xp67_ASAP7_75t_SL,188.208,358.416,27.67,31.15,3.48
u0/g11182__2802,OR2x2_ASAP7_75t_SL,131.4,12.816,27.67,,
u0/u9_u6_g1939,INVx1_ASAP7_75t_SL,251.064,50.616,27.67,,
u2/g11282,XOR2xp5_ASAP7_75t_SL,308.088,44.136,27.66,,
u0/g20767,INVx1_ASAP7_75t_SL,18.216,66.816,27.66,,
u0/u9_u6_g1896,AOI221xp5_ASAP7_75t_SL,255.816,44.136,27.66,,
u2/g18585,NOR2xp33_ASAP7_75t_SL,338.328,47.376,27.66,,
FE_PHC5700_key_b_r_5_36,HB4xp67_ASAP7_75t_SL,32.04,265.536,27.66,,
u2/u7_u2_g1955,OAI311xp33_ASAP7_75t_SL,362.304,191.016,27.66,,
u2/L11_reg\[7\],,,,27.66,18.78,-8.88
u0/u5_u2_g1995,AO21x1_ASAP7_75t_SL,112.176,9.576,27.66,,
u0/g14898,XNOR2xp5_ASAP7_75t_SL,208.296,43.056,27.66,,
u0/u9_u4_g2260,AOI211xp5_ASAP7_75t_SL,241.56,43.056,27.66,,
FE_PHC399_key_c_r_26_30,HB3xp67_ASAP7_75t_L,164.88,364.896,27.66,31.16,3.5
key_c_r_reg\[12\]\[32\],,,,27.65,30.84,3.19
u2/g18497,NAND2xp5_ASAP7_75t_SL,336.6,52.776,27.65,,
FE_PHC888_key_c_r_23_52,HB3xp67_ASAP7_75t_SL,135.936,374.616,27.65,31.12,3.47
FE_PHC4282_key_b_r_9_47,HB3xp67_ASAP7_75t_SL,32.256,234.216,27.65,,
u2/u12_u4_g2304,INVx1_ASAP7_75t_SL,295.344,58.176,27.65,,
u2/u7_u2_g1975,AOI22xp5_ASAP7_75t_SL,362.952,189.936,27.65,,
key_c_r_reg\[24\]\[36\],,,,27.65,31.18,3.53
u0/g20693,INVx1_ASAP7_75t_SL,37.008,60.336,27.65,,
key_c_r_reg\[9\]\[32\],,,,27.65,30.84,3.19
u2/g23692,NOR2xp33_ASAP7_75t_SL,369.648,70.056,27.65,,
key_b_r_reg\[0\]\[37\],,,,27.65,30.77,3.12
u2/u12_u7_g2531,NOR2xp33_ASAP7_75t_SL,282.6,47.376,27.64,,
key_c_r_reg\[3\]\[2\],,,,27.64,29.0,1.36
u0/g20784,AO22x1_ASAP7_75t_SL,53.424,34.416,27.64,,
u2/g23126,XNOR2xp5_ASAP7_75t_SL,327.744,49.536,27.64,,
u0/g12112,OR2x2_ASAP7_75t_SL,66.168,24.696,27.64,,
u2/g16901,XNOR2xp5_ASAP7_75t_SL,360.576,198.576,27.64,,
u2/u13_u4_g2311,OAI21xp5_ASAP7_75t_SL,317.376,46.296,27.64,,
u0/uk_K_r0_reg\[25\],,,,27.64,20.72,-6.92
u0/u8_u6_g1894,OA22x2_ASAP7_75t_SL,237.456,39.816,27.64,,
u2/g13614,NAND2xp5_ASAP7_75t_SL,364.896,178.056,27.64,,
u2/u13_u4_g2267,AND5x1_ASAP7_75t_SL,312.408,47.376,27.64,,
u0/g20471__5526,OAI211xp5_ASAP7_75t_SL,13.464,72.216,27.64,,
u2/g23536,OAI221xp5_ASAP7_75t_SL,368.352,68.976,27.64,,
u0/FE_PHC7123_R6_26,HB4xp67_ASAP7_75t_L,161.64,27.936,27.64,,
u2/g16775,INVx1_ASAP7_75t_SL,375.912,218.016,27.64,,
u0/g12245,INVx1_ASAP7_75t_SL,131.832,13.896,27.64,,
key_b_r_reg\[2\]\[30\],,,,27.64,30.56,2.92
u0/FE_PHC7181_uk_K_r6_27,HB1xp67_ASAP7_75t_SL,167.688,26.856,27.64,,
u2/u13_u0_g2060,INVx1_ASAP7_75t_SL,323.856,59.256,27.63,,
key_c_r_reg\[19\]\[42\],,,,27.63,30.3,2.67
u0/g29211,AOI22xp5_ASAP7_75t_L,181.944,32.256,27.63,,
u0/u0_u4_g2303,OAI21xp5_ASAP7_75t_SL,18.0,78.696,27.63,,
u2/u13_u4_g2272,OAI321xp33_ASAP7_75t_SL,310.248,44.136,27.63,,
key_c_r_reg\[3\]\[16\],,,,27.63,29.97,2.34
u0/g20611__8246,AND2x2_ASAP7_75t_SL,14.976,71.136,27.63,,
u2/u13_u4_g2281,NAND4xp25_ASAP7_75t_SL,319.104,46.296,27.63,,
u0/L7_reg\[17\],,,,27.63,20.01,-7.62
key_b_r_reg\[0\]\[40\],,,,27.63,30.73,3.1
u2/g23586,NAND2xp5_ASAP7_75t_SL,377.64,68.976,27.63,,
u2/g16749,NAND2xp5_ASAP7_75t_SL,371.376,215.856,27.63,,
u2/u12_u7_g2542,NAND2xp5_ASAP7_75t_SL,272.88,49.536,27.62,,
u2/g13572,AOI21xp5_ASAP7_75t_SL,367.272,174.816,27.62,,
u0/uk_K_r9_reg\[24\],,,,27.62,20.34,-7.28
u0/u6_u2_g1996,NAND2xp5_ASAP7_75t_SL,142.848,18.216,27.62,,
u2/g18414,NAND2xp5_ASAP7_75t_SL,343.728,56.016,27.62,,
FE_PHC1022_key_c_r_19_45,HB3xp67_ASAP7_75t_SL,93.816,374.616,27.62,30.33,2.71
u0/g12147,OR2x2_ASAP7_75t_SL,64.224,25.776,27.62,,
key_b_r_reg\[5\]\[8\],,,,27.62,28.85,1.23
key_b_r_reg\[0\]\[38\],,,,27.61,30.78,3.17
u2/g13587,AOI32xp33_ASAP7_75t_SL,363.384,179.136,27.61,,
u2/g23585,NAND2xp5_ASAP7_75t_SL,371.16,70.056,27.61,,
u2/g23544,O2A1O1Ixp33_ASAP7_75t_SL,375.912,68.976,27.61,,
u2/g14025,NOR3xp33_ASAP7_75t_SL,346.104,57.096,27.61,,
u2/FE_OFC37_decrypt,INVx3_ASAP7_75t_SL,319.104,329.256,27.61,,
FE_PHC4967_key_c_r_25_29,HB1xp67_ASAP7_75t_SL,156.024,368.136,27.61,31.12,3.51
u0/uk_K_r1_reg\[17\],,,,27.61,20.08,-7.53
FE_PHC8632_key_c_r_32_44,HB1xp67_ASAP7_75t_SL,234.216,373.536,27.61,28.38,0.77
u2/g23593,OAI22xp5_ASAP7_75t_SL,365.328,65.736,27.61,,
key_b_r_reg\[6\]\[34\],,,,27.6,29.74,2.14
key_c_r_reg\[28\]\[47\],,,,27.6,31.13,3.53
FE_PHC3507_key_c_r_10_24,HB2xp67_ASAP7_75t_SL,51.264,331.416,27.6,,
u2/g18541,NAND2xp5_ASAP7_75t_SL,340.92,53.856,27.6,,
u0/g27970,XNOR2xp5_ASAP7_75t_SL,39.168,44.136,27.6,,
u0/FE_PHC6062_L0_5,HB1xp67_ASAP7_75t_SL,26.64,57.096,27.6,,
FE_PHC889_key_c_r_22_45,HB3xp67_ASAP7_75t_L,132.696,376.776,27.6,30.86,3.26
u0/FE_PHC1598_uk_K_r0_20,HB4xp67_ASAP7_75t_SL,46.944,43.056,27.6,,
FE_PHC2993_key_b_r_2_10,HB2xp67_ASAP7_75t_SL,21.672,147.816,27.59,,
FE_PHC2854_key_b_r_4_42,HB2xp67_ASAP7_75t_SL,32.04,269.856,27.59,,
u2/g18468,NAND2xp5_ASAP7_75t_SL,337.464,52.776,27.59,,
u2/g13515,NOR3xp33_ASAP7_75t_SL,368.568,172.656,27.59,,
u2/g23669,NAND2xp5_ASAP7_75t_SL,368.136,67.896,27.59,,
u0/g20481__1881,AOI321xp33_ASAP7_75t_SL,15.408,72.216,27.59,,
key_c_r_reg\[13\]\[39\],,,,27.59,30.75,3.16
u0/g30142,XOR2xp5_ASAP7_75t_SL,191.664,34.416,27.59,,
FE_PHC3031_key_c_r_12_30,HB2xp67_ASAP7_75t_SL,56.016,345.456,27.59,,
u0/g27950,OAI321xp33_ASAP7_75t_SL,94.032,10.656,27.59,,
u0/g28085,OA33x2_ASAP7_75t_SL,78.48,17.136,27.59,,
FE_PHC2858_key_b_r_7_8,HB2xp67_ASAP7_75t_SL,34.632,174.816,27.59,,
key_b_r_reg\[3\]\[32\],,,,27.59,30.28,2.69
u0/g11179__6783,NAND2xp5_ASAP7_75t_SL,133.992,14.976,27.59,,
FE_PHC4632_key_b_r_6_49,HB2xp67_ASAP7_75t_L,33.984,292.536,27.58,,
key_c_r_reg\[5\]\[34\],,,,27.58,30.79,3.21
u2/g18544,NOR2xp33_ASAP7_75t_SL,341.352,54.936,27.58,,
u2/g18517,INVx1_ASAP7_75t_SL,337.464,51.696,27.58,,
FE_PHC2326_key_b_r_4_45,HB2xp67_ASAP7_75t_SL,32.472,282.816,27.58,,
FE_PHC932_key_c_r_17_47,HB3xp67_ASAP7_75t_SL,84.096,370.296,27.58,30.68,3.1
u0/g11273__6161,XOR2xp5_ASAP7_75t_SL,148.032,21.456,27.58,,
u0/FE_PHC4980_L0_14,HB1xp67_ASAP7_75t_SL,32.688,52.776,27.58,,
u0/g27864,OAI331xp33_ASAP7_75t_SL,81.072,16.056,27.58,,
key_c_r_reg\[0\]\[14\],,,,27.58,19.33,-8.25
u0/u9_u6_g1891,AO222x2_ASAP7_75t_SL,251.28,41.976,27.58,,
FE_PHC953_key_c_r_3_17,HB2xp67_ASAP7_75t_L,42.624,224.496,27.58,,
u0/u9_u6_g1927,INVx1_ASAP7_75t_SL,257.76,44.136,27.57,,
u2/g23493,OAI221xp5_ASAP7_75t_SL,373.752,68.976,27.57,,
u0/u9_u7_g2120,OAI22xp5_ASAP7_75t_SL,265.32,48.456,27.57,,
FE_PHC6026_key_b_r_10_46,HB1xp67_ASAP7_75t_SL,29.88,229.896,27.57,,
u0/L2_reg\[2\],,,,27.57,19.11,-8.46
u0/g29974,XOR2xp5_ASAP7_75t_SL,225.36,38.736,27.57,,
key_c_r_reg\[21\]\[11\],,,,27.57,31.06,3.49
FE_PHC4405_key_c_r_20_11,HB1xp67_ASAP7_75t_SL,172.008,361.656,27.57,30.51,2.94
u0/u5_u2_g2025,INVx1_ASAP7_75t_SL,106.992,8.496,27.57,,
key_c_r_reg\[2\]\[13\],,,,27.57,29.01,1.44
key_b_r_reg\[3\]\[51\],,,,27.57,30.77,3.2
u0/g12282__7410,AND2x2_ASAP7_75t_SL,139.608,17.136,27.56,,
FE_PHC4768_key_b_r_4_48,HB2xp67_ASAP7_75t_SL,32.472,268.776,27.56,,
u2/R13_reg\[7\],,,,27.56,15.11,-12.45
key_b_r_reg\[3\]\[33\],,,,27.56,30.24,2.68
FE_PHC535_key_c_r_31_15,HB3xp67_ASAP7_75t_L,213.696,359.496,27.56,30.32,2.76
u0/g12138,NAND2xp5_ASAP7_75t_SL,67.896,23.616,27.56,,
u0/u9_u6_g1906,AOI22xp5_ASAP7_75t_SL,254.736,43.056,27.56,,
FE_PHC4363_key_b_r_8_50,HB3xp67_ASAP7_75t_SL,34.416,293.616,27.56,,
FE_PHC5958_key_b_r_4_38,HB1xp67_ASAP7_75t_SL,32.688,263.376,27.56,,
u0/u9_u6_g1902,OAI21xp5_ASAP7_75t_SL,256.248,43.056,27.56,,
key_b_r_reg\[2\]\[52\],,,,27.56,30.76,3.2
u2/g14019,NOR2xp33_ASAP7_75t_SL,350.856,59.256,27.56,,
u0/g27871,AOI321xp33_ASAP7_75t_SL,89.928,11.736,27.55,,
FE_PHC338_key_c_r_4_5,HB2xp67_ASAP7_75t_L,43.92,200.736,27.55,,
FE_PHC1239_key_c_r_0_11,HB2xp67_ASAP7_75t_L,18.648,149.976,27.55,,
u0/u6_u2_g1978,A2O1A1Ixp33_ASAP7_75t_SL,145.872,19.296,27.55,,
key_c_r_reg\[15\]\[46\],,,,27.55,30.77,3.22
FE_PHC2866_key_b_r_5_7,HB2xp67_ASAP7_75t_SL,33.984,149.976,27.55,,
u2/g22811,AO22x1_ASAP7_75t_SL,306.144,44.136,27.55,,
u0/uk_K_r8_reg\[54\],,,,27.55,20.23,-7.32
FE_PHC4462_key_c_r_0_10,HB2xp67_ASAP7_75t_L,13.896,144.576,27.55,,
FE_PHC1567_key_c_r_26_40,HB3xp67_ASAP7_75t_SL,166.176,364.896,27.55,31.04,3.49
u2/g11906,OAI22xp5_ASAP7_75t_SL,371.808,170.496,27.55,,
u0/g12735,INVx1_ASAP7_75t_SL,120.384,9.576,27.55,,
FE_PHC1623_key_c_r_1_16,HB2xp67_ASAP7_75t_SL,31.176,169.416,27.55,,
u0/FE_PHC3227_uk_K_r5_40,HB1xp67_ASAP7_75t_L,162.288,25.776,27.54,,
u2/g13643,NAND2xp5_ASAP7_75t_SL,364.896,179.136,27.54,,
u2/g23547,NOR2xp33_ASAP7_75t_SL,367.272,66.816,27.54,,
u0/u5_u2_g1978,OAI331xp33_ASAP7_75t_SL,103.536,8.496,27.54,,
u0/g30235,NOR3xp33_ASAP7_75t_SL,69.408,22.536,27.54,,
key_c_r_reg\[6\]\[34\],,,,27.54,30.74,3.2
u0/u5_u2_g2001,NOR2xp33_ASAP7_75t_SL,107.856,8.496,27.54,,
u0/u5_u2_g2024,INVx1_ASAP7_75t_SL,107.856,13.896,27.54,,
FE_PHC626_key_c_r_26_31,HB3xp67_ASAP7_75t_L,161.856,365.976,27.54,31.04,3.5
u2/g11596,OAI322xp33_ASAP7_75t_SL,365.328,176.976,27.54,,
u0/g12235__5107,OAI32xp33_ASAP7_75t_SL,132.48,13.896,27.54,,
u0/g20528__5526,A2O1A1Ixp33_ASAP7_75t_SL,18.648,70.056,27.54,,
key_b_r_reg\[0\]\[36\],,,,27.53,30.62,3.09
u0/g28547,INVx1_ASAP7_75t_SL,82.584,14.976,27.53,,
key_c_r_reg\[0\]\[12\],,,,27.53,19.35,-8.18
u0/L8_reg\[3\],,,,27.53,20.08,-7.45
u2/g18548,INVx1_ASAP7_75t_SL,338.112,51.696,27.53,,
u2/L14_reg\[19\],,,,27.53,18.33,-9.2
u2/g22817,XNOR2xp5_ASAP7_75t_SL,289.944,44.136,27.53,,
u0/g12719,NOR2xp33_ASAP7_75t_SL,122.976,10.656,27.53,,
u0/u9_u4_g2314,NOR2xp33_ASAP7_75t_SL,239.832,39.816,27.53,,
FE_PHC5086_key_b_r_0_3,HB2xp67_ASAP7_75t_SL,19.512,151.056,27.53,,
u0/u9_u6_g1926,NOR2xp33_ASAP7_75t_SL,257.76,43.056,27.53,,
u2/R13_reg\[31\],,,,27.52,15.57,-11.95
FE_PHC5810_key_b_r_3_9,HB1xp67_ASAP7_75t_SL,32.688,165.096,27.52,,
FE_PHC3911_key_c_r_16_54,HB1xp67_ASAP7_75t_L,73.728,362.736,27.52,30.52,3.0
u0/u9_u7_g2112,OAI321xp33_ASAP7_75t_SL,262.944,46.296,27.52,,
FE_PHC4329_key_c_r_25_31,HB1xp67_ASAP7_75t_SL,159.696,365.976,27.52,30.19,2.67
key_c_r_reg\[3\]\[8\],,,,27.52,28.99,1.47
u0/g29259,AO22x1_ASAP7_75t_SL,168.552,26.856,27.52,,
FE_PHC294_key_b_r_8_41,HB4xp67_ASAP7_75t_SL,38.952,222.336,27.52,,
FE_PHC4820_key_c_r_32_42,HB4xp67_ASAP7_75t_SL,232.488,371.376,27.52,28.41,0.89
u0/g20623,XNOR2xp5_ASAP7_75t_SL,55.8,38.736,27.52,,
u0/L1_reg\[6\],,,,27.52,19.89,-7.63
u0/uk_K_r8_reg\[11\],,,,27.52,20.11,-7.41
key_c_r_reg\[31\]\[15\],,,,27.52,30.58,3.06
FE_PHC5935_key_b_r_7_45,HB1xp67_ASAP7_75t_SL,31.608,282.816,27.52,,
u0/u5_u2_g2003,NOR2xp33_ASAP7_75t_SL,107.856,10.656,27.52,,
FE_PHC8399_key_c_r_14_32,HB1xp67_ASAP7_75t_SL,64.656,353.016,27.52,30.84,3.32
u0/g11186__7098,NAND2xp5_ASAP7_75t_SL,130.104,13.896,27.52,,
FE_PHC5366_key_b_r_5_35,HB1xp67_ASAP7_75t_SL,32.688,256.896,27.52,,
FE_PHC1569_key_c_r_7_20,HB3xp67_ASAP7_75t_SL,41.328,309.816,27.52,,
u0/g27924,OAI221xp5_ASAP7_75t_SL,92.304,10.656,27.52,,
u0/R3_reg\[6\],,,,27.51,14.5,-13.01
key_c_r_reg\[15\]\[40\],,,,27.51,30.69,3.18
u2/g23515,NOR4xp25_ASAP7_75t_SL,376.56,67.896,27.51,,
u2/u12_u7_g2572,INVx1_ASAP7_75t_SL,274.824,50.616,27.51,,
u0/g20385,INVx1_ASAP7_75t_SL,40.464,66.816,27.51,,
u0/u8_u6_g1912,XOR2xp5_ASAP7_75t_SL,237.672,40.896,27.51,,
u0/g20492__6417,NOR2xp33_ASAP7_75t_SL,17.784,65.736,27.51,,
u2/g23616,NOR2xp33_ASAP7_75t_SL,372.24,68.976,27.51,,
u2/R14_reg\[30\],,,,27.51,14.68,-12.83
u2/u13_u4_g2286,OR2x2_ASAP7_75t_SL,312.84,46.296,27.51,,
key_c_r_reg\[31\]\[45\],,,,27.51,28.1,0.59
u0/g28368,INVx1_ASAP7_75t_SL,137.664,16.056,27.51,,
u2/u12_u7_g2551,INVx1_ASAP7_75t_SL,271.8,49.536,27.51,,
FE_PHC3160_key_b_r_3_13,HB2xp67_ASAP7_75t_SL,30.528,162.936,27.51,,
FE_PHC6005_key_c_r_24_38,HB1xp67_ASAP7_75t_SL,151.488,369.216,27.51,29.96,2.45
u0/u9_u4_g2258,AOI332xp33_ASAP7_75t_SL,244.584,39.816,27.51,,
u2/g18381,AOI221xp5_ASAP7_75t_SL,337.032,46.296,27.51,,
FE_PHC2026_key_c_r_17_52,HB3xp67_ASAP7_75t_SL,82.8,370.296,27.5,30.27,2.77
u2/uk_K_r11_reg\[42\],,,,27.5,20.44,-7.06
key_b_r_reg\[3\]\[7\],,,,27.5,28.42,0.92
key_c_r_reg\[11\]\[35\],,,,27.5,30.63,3.13
u2/g11440,NOR5xp2_ASAP7_75t_SL,365.112,183.456,27.5,,
u0/u9_u4_g2259,OAI321xp33_ASAP7_75t_SL,241.776,39.816,27.5,,
u2/g14114,XOR2xp5_ASAP7_75t_SL,351.72,60.336,27.5,,
u0/u5_u2_g1975,O2A1O1Ixp33_ASAP7_75t_SL,109.152,8.496,27.5,,
u0/g27862,OAI221xp5_ASAP7_75t_SL,87.984,12.816,27.5,,
u0/g14918,XNOR2xp5_ASAP7_75t_SL,216.72,38.736,27.5,,
u0/g28615,INVx1_ASAP7_75t_SL,97.272,16.056,27.5,,
u2/g18513,INVx1_ASAP7_75t_SL,341.784,53.856,27.49,,
u0/u9_u7_g2152,NAND2xp5_ASAP7_75t_SL,260.568,45.216,27.49,,
u0/g29277,AO22x1_ASAP7_75t_SL,173.736,29.016,27.49,,
u0/u9_u7_g2148,AO22x1_ASAP7_75t_SL,268.344,49.536,27.49,,
FE_PHC1287_key_c_r_3_15,HB3xp67_ASAP7_75t_SL,36.144,248.256,27.49,,
key_c_r_reg\[10\]\[31\],,,,27.49,30.67,3.18
u2/g16760,INVx1_ASAP7_75t_SL,366.624,210.456,27.49,,
u0/g20949,XNOR2xp5_ASAP7_75t_SL,14.112,86.256,27.49,,
u2/u14_u2_g2003,AOI22xp5_ASAP7_75t_SL,354.96,64.656,27.49,,
FE_PHC1209_key_c_r_23_49,HB3xp67_ASAP7_75t_SL,141.768,373.536,27.49,30.23,2.74
key_c_r_reg\[16\]\[44\],,,,27.49,30.4,2.91
u0/g30237,NOR2xp33_ASAP7_75t_SL,73.512,25.776,27.49,,
u2/u6_u0_g2055,NOR2xp33_ASAP7_75t_SL,362.736,203.976,27.49,,
FE_PHC613_key_c_r_4_2,HB2xp67_ASAP7_75t_L,43.488,208.296,27.49,,
key_b_r_reg\[2\]\[0\],,,,27.49,28.13,0.64
FE_PHC375_key_c_r_29_9,HB3xp67_ASAP7_75t_L,203.544,357.336,27.49,30.34,2.85
u2/g18451,AOI22xp5_ASAP7_75t_SL,338.544,52.776,27.49,,
u2/g18575,NOR2xp33_ASAP7_75t_SL,345.24,56.016,27.48,,
u2/g23730,INVx1_ASAP7_75t_SL,369.864,68.976,27.48,,
u2/FE_PHC3759_uk_K_r11_38,HB1xp67_ASAP7_75t_L,291.888,44.136,27.48,,
u2/u7_u2_g2020,NAND2xp5_ASAP7_75t_SL,364.032,188.856,27.48,,
u2/u7_u2_g1988,OAI22xp5_ASAP7_75t_SL,363.816,187.776,27.48,,
key_c_r_reg\[3\]\[18\],,,,27.48,29.79,2.31
u0/g12250__1881,NAND2xp5_ASAP7_75t_SL,135.288,14.976,27.48,,
u2/u14_u2_g2005,OAI211xp5_ASAP7_75t_SL,353.88,61.416,27.48,,
u0/u9_u6_g1917,NOR2xp33_ASAP7_75t_SL,255.816,45.216,27.48,,
u0/u8_u6_g1937,INVx1_ASAP7_75t_SL,237.024,40.896,27.48,,
u0/u8_u6_g1883,AOI221xp5_ASAP7_75t_SL,231.84,38.736,27.47,,
u2/g14023,OAI22xp5_ASAP7_75t_SL,346.32,56.016,27.47,,
u0/u8_u6_g1901,OAI22xp5_ASAP7_75t_SL,234.216,38.736,27.47,,
u2/FE_PHC7412_uk_K_r12_28,HB1xp67_ASAP7_75t_SL,299.664,48.456,27.47,,
u2/g23565,O2A1O1Ixp33_ASAP7_75t_SL,374.4,67.896,27.47,,
u2/u13_u4_g2325,INVx1_ASAP7_75t_SL,313.92,45.216,27.47,,
FE_PHC5250_key_c_r_5_26,HB1xp67_ASAP7_75t_SL,33.984,294.696,27.47,,
u0/u8_u6_g1909,INVx1_ASAP7_75t_SL,235.512,38.736,27.47,,
u0/g20590__7410,NOR2xp33_ASAP7_75t_SL,14.544,70.056,27.47,,
u2/u6_u0_g2019,OR2x2_ASAP7_75t_SL,366.192,209.376,27.47,,
u2/u12_u7_g2515,OAI22xp5_ASAP7_75t_SL,281.952,46.296,27.47,,
key_b_r_reg\[0\]\[39\],,,,27.47,30.53,3.06
u0/g28469,NOR2xp33_ASAP7_75t_SL,80.208,16.056,27.47,,
FE_PHC5581_key_c_r_15_53,HB1xp67_ASAP7_75t_L,70.704,361.656,27.46,30.63,3.17
FE_PHC1350_key_c_r_11_27,HB3xp67_ASAP7_75t_SL,48.456,335.736,27.46,,
u0/g20639,INVx1_ASAP7_75t_SL,15.624,66.816,27.46,,
u0/u5_u2_g2038,INVx1_ASAP7_75t_SL,100.296,13.896,27.46,,
u2/g23675,NOR2xp33_ASAP7_75t_SL,371.16,68.976,27.45,,
FE_PHC3734_key_b_r_3_36,HB2xp67_ASAP7_75t_SL,32.472,262.296,27.45,,
u0/u8_u6_g1927,INVx1_ASAP7_75t_SL,236.16,38.736,27.45,,
u2/u6_u0_g2011,O2A1O1Ixp33_ASAP7_75t_SL,363.6,206.136,27.45,,
u2/g14054,NOR2xp33_ASAP7_75t_SL,349.992,58.176,27.45,,
u0/g20518__2346,AOI21xp5_ASAP7_75t_SL,16.92,71.136,27.45,,
FE_PHC5402_key_b_r_7_55,HB1xp67_ASAP7_75t_SL,32.688,290.376,27.45,,
u2/u13_u4_g2275,AOI321xp33_ASAP7_75t_SL,315.0,44.136,27.45,,
FE_PHC782_key_c_r_3_13,HB3xp67_ASAP7_75t_SL,39.168,203.976,27.45,,
u0/u9_u6_g1913,OAI22xp5_ASAP7_75t_SL,258.84,44.136,27.45,,
u2/FE_PHC6153_uk_K_r10_51,HB1xp67_ASAP7_75t_SL,283.032,48.456,27.45,,
key_c_r_reg\[2\]\[11\],,,,27.45,28.94,1.49
u0/g28396,OAI22xp5_ASAP7_75t_SL,80.856,14.976,27.45,,
u0/g28231,NAND2xp5_ASAP7_75t_SL,138.312,16.056,27.45,,
key_b_r_reg\[4\]\[9\],,,,27.45,28.7,1.25
key_c_r_reg\[3\]\[14\],,,,27.45,29.5,2.05
u0/R8_reg\[12\],,,,27.45,15.62,-11.83
u0/u8_u6_g1873,OAI311xp33_ASAP7_75t_SL,229.248,38.736,27.45,,
u0/u6_u2_g1953,OAI321xp33_ASAP7_75t_SL,147.816,20.376,27.45,,
u0/FE_PHC5587_L0_1,HB1xp67_ASAP7_75t_SL,29.232,64.656,27.44,,
u2/u12_u7_g2544,NAND2xp5_ASAP7_75t_SL,277.848,48.456,27.44,,
u0/g20876,AOI22xp5_ASAP7_75t_SL,29.448,59.256,27.44,,
FE_PHC5856_key_c_r_32_38,HB1xp67_ASAP7_75t_SL,231.624,371.376,27.44,28.13,0.69
u2/g16685,OAI221xp5_ASAP7_75t_SL,368.784,213.696,27.44,,
u2/uk_K_r11_reg\[22\],,,,27.44,19.96,-7.48
u0/g30232,OAI321xp33_ASAP7_75t_SL,70.704,21.456,27.44,,
u0/g28438,OR2x2_ASAP7_75t_SL,131.4,11.736,27.44,,
u2/u12_u7_g2566,NAND2xp5_ASAP7_75t_SL,280.44,47.376,27.44,,
u0/u9_u4_g2272,OA21x2_ASAP7_75t_SL,245.664,41.976,27.44,,
u0/FE_PHC2909_uk_K_r7_19,HB2xp67_ASAP7_75t_SL,200.52,36.576,27.43,,
u0/u9_u6_g1952,INVx1_ASAP7_75t_SL,259.704,45.216,27.43,,
u0/u5_u2_g1997,OAI22xp5_ASAP7_75t_SL,100.512,8.496,27.43,,
u0/g20613__6131,NOR2xp33_ASAP7_75t_SL,16.488,65.736,27.43,,
u0/FE_PHC6669_R9_26,HB3xp67_ASAP7_75t_L,247.608,39.816,27.43,,
key_c_r_reg\[19\]\[45\],,,,27.43,30.07,2.64
u2/L6_reg\[6\],,,,27.43,23.08,-4.35
u0/g20695,INVx1_ASAP7_75t_SL,35.712,59.256,27.43,,
u0/u2_u0_g2108,NOR2xp33_ASAP7_75t_SL,52.344,34.416,27.43,,
u0/FE_PHC7052_L9_4,HB1xp67_ASAP7_75t_SL,228.384,38.736,27.43,,
u0/g20970,AOI22xp5_ASAP7_75t_L,36.576,48.456,27.43,,
u0/u9_u7_g2146,OAI22xp5_ASAP7_75t_SL,265.32,47.376,27.43,,
key_c_r_reg\[17\]\[50\],,,,27.42,30.28,2.86
u2/g23615,NAND2xp5_ASAP7_75t_SL,373.104,67.896,27.42,,
u2/u14_u2_g1983,OAI311xp33_ASAP7_75t_SL,355.608,62.496,27.42,,
key_c_r_reg\[9\]\[30\],,,,27.42,30.6,3.18
u2/desOut_reg\[24\],,,,27.42,16.14,-11.28
u2/g18331,AND4x1_ASAP7_75t_SL,342.648,54.936,27.42,,
u2/g14103,NAND2xp5_ASAP7_75t_SL,351.936,59.256,27.42,,
u2/u14_u2_g2029,INVx1_ASAP7_75t_SL,354.096,63.576,27.41,,
u0/u2_u0_g2086,AOI21xp5_ASAP7_75t_SL,56.016,32.256,27.41,,
