signal_name,scope,width,x_um,y_um,source_type,cell_type
u0.u1.n_3069,test.u0.u1,1,140.256,201.816,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_307,test.u0.u1,1,199.656,270.936,net_driver,XOR2xp5_ASAP7_75t_SL
u0.u1.n_3070,test.u0.u1,1,132.48,197.496,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_3071,test.u0.u1,1,97.272,188.856,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3072,test.u0.u1,1,103.32,211.536,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3073,test.u0.u1,1,104.616,208.296,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3074,test.u0.u1,1,140.688,199.656,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3075,test.u0.u1,1,114.984,212.616,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3076,test.u0.u1,1,114.12,209.376,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3077,test.u0.u1,1,106.992,215.856,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3078,test.u0.u1,1,108.72,213.696,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3079,test.u0.u1,1,113.04,208.296,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_308,test.u0.u1,1,195.552,237.456,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3080,test.u0.u1,1,109.368,210.456,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3081,test.u0.u1,1,105.264,209.376,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3082,test.u0.u1,1,106.128,209.376,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3083,test.u0.u1,1,132.696,206.136,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_3084,test.u0.u1,1,113.472,210.456,net_driver,OR2x2_ASAP7_75t_SL
u0.u1.n_3085,test.u0.u1,1,106.776,206.136,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3086,test.u0.u1,1,112.824,210.456,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3087,test.u0.u1,1,114.984,211.536,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3088,test.u0.u1,1,108.936,206.136,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3089,test.u0.u1,1,132.696,201.816,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_309,test.u0.u1,1,197.928,216.936,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3090,test.u0.u1,1,129.456,201.816,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3091,test.u0.u1,1,130.536,201.816,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3092,test.u0.u1,1,106.992,208.296,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3093,test.u0.u1,1,108.072,208.296,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3094,test.u0.u1,1,111.744,212.616,net_driver,OR2x2_ASAP7_75t_SL
u0.u1.n_3096,test.u0.u1,1,111.744,215.856,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3097,test.u0.u1,1,113.904,215.856,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3098,test.u0.u1,1,137.664,192.096,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_3099,test.u0.u1,1,95.112,188.856,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_31,test.u0.u1,1,96.408,238.536,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_310,test.u0.u1,1,132.912,273.096,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3100,test.u0.u1,1,140.688,191.016,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_3101,test.u0.u1,1,104.4,211.536,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_3102,test.u0.u1,1,108.936,207.216,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_3103,test.u0.u1,1,104.4,209.376,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3104,test.u0.u1,1,103.968,191.016,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_3105,test.u0.u1,1,110.448,212.616,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3106,test.u0.u1,1,110.016,211.536,net_driver,AND2x2_ASAP7_75t_SL
u0.u1.n_3107,test.u0.u1,1,111.96,210.456,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_3108,test.u0.u1,1,141.768,198.576,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3109,test.u0.u1,1,110.232,216.936,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_311,test.u0.u1,1,106.776,283.896,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3110,test.u0.u1,1,139.824,184.536,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_3111,test.u0.u1,1,110.016,207.216,net_driver,OR2x2_ASAP7_75t_SL
u0.u1.n_3112,test.u0.u1,1,142.2,203.976,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3113,test.u0.u1,1,141.984,201.816,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3114,test.u0.u1,1,133.128,198.576,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3115,test.u0.u1,1,111.96,213.696,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_3116,test.u0.u1,1,137.88,205.056,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3117,test.u0.u1,1,138.744,207.216,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3118,test.u0.u1,1,137.88,207.216,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3119,test.u0.u1,1,130.968,202.896,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_312,test.u0.u1,1,108.504,299.016,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3120,test.u0.u1,1,137.664,188.856,net_driver,OA22x2_ASAP7_75t_SL
u0.u1.n_3121,test.u0.u1,1,102.672,191.016,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u1.n_3122,test.u0.u1,1,111.96,208.296,net_driver,NOR3xp33_ASAP7_75t_SL
u0.u1.n_3123,test.u0.u1,1,135.72,197.496,net_driver,OAI22xp5_ASAP7_75t_SL
u0.u1.n_3124,test.u0.u1,1,101.592,193.176,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u1.n_3125,test.u0.u1,1,103.752,210.456,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u1.n_3126,test.u0.u1,1,106.992,214.776,net_driver,OAI22xp5_ASAP7_75t_SL
u0.u1.n_3127,test.u0.u1,1,110.232,206.136,net_driver,NOR3xp33_ASAP7_75t_SL
u0.u1.n_3128,test.u0.u1,1,108.72,211.536,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u1.n_3129,test.u0.u1,1,98.784,197.496,net_driver,OA22x2_ASAP7_75t_SL
u0.u1.n_313,test.u0.u1,1,117.144,254.736,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3130,test.u0.u1,1,138.528,192.096,net_driver,OR3x1_ASAP7_75t_SL
u0.u1.n_3131,test.u0.u1,1,107.64,207.216,net_driver,AND3x1_ASAP7_75t_SL
u0.u1.n_3132,test.u0.u1,1,140.04,185.616,net_driver,AOI21xp5_ASAP7_75t_SL
u0.u1.n_3133,test.u0.u1,1,132.48,182.376,net_driver,AOI31xp33_ASAP7_75t_SL
u0.u1.n_3134,test.u0.u1,1,105.696,208.296,net_driver,AOI31xp33_ASAP7_75t_SL
u0.u1.n_3135,test.u0.u1,1,142.848,184.536,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_3136,test.u0.u1,1,99.0,189.936,net_driver,OA21x2_ASAP7_75t_SL
u0.u1.n_3137,test.u0.u1,1,112.824,206.136,net_driver,AND2x2_ASAP7_75t_SL
u0.u1.n_3138,test.u0.u1,1,108.072,215.856,net_driver,NOR3xp33_ASAP7_75t_SL
u0.u1.n_3139,test.u0.u1,1,131.184,201.816,net_driver,OAI21xp5_ASAP7_75t_SL
u0.u1.n_314,test.u0.u1,1,140.688,256.896,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3140,test.u0.u1,1,144.36,186.696,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_3141,test.u0.u1,1,144.36,185.616,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3142,test.u0.u1,1,113.04,211.536,net_driver,XOR2xp5_ASAP7_75t_SL
u0.u1.n_3143,test.u0.u1,1,141.12,188.856,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3144,test.u0.u1,1,99.0,193.176,net_driver,AOI21xp5_ASAP7_75t_SL
u0.u1.n_3145,test.u0.u1,1,96.84,191.016,net_driver,OAI32xp33_ASAP7_75t_SL
u0.u1.n_3146,test.u0.u1,1,103.32,197.496,net_driver,OAI22xp5_ASAP7_75t_SL
u0.u1.n_3147,test.u0.u1,1,109.368,205.056,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u1.n_3148,test.u0.u1,1,109.152,215.856,net_driver,OA22x2_ASAP7_75t_SL
u0.u1.n_3149,test.u0.u1,1,111.744,211.536,net_driver,AO21x1_ASAP7_75t_SL
u0.u1.n_315,test.u0.u1,1,86.04,302.256,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3150,test.u0.u1,1,99.864,196.416,net_driver,OAI22xp5_ASAP7_75t_SL
u0.u1.n_3151,test.u0.u1,1,139.824,188.856,net_driver,OAI22xp5_ASAP7_75t_SL
u0.u1.n_3152,test.u0.u1,1,105.264,212.616,net_driver,OA21x2_ASAP7_75t_SL
u0.u1.n_3153,test.u0.u1,1,139.824,192.096,net_driver,OA211x2_ASAP7_75t_SL
u0.u1.n_3154,test.u0.u1,1,105.048,207.216,net_driver,A2O1A1Ixp33_ASAP7_75t_SL
u0.u1.n_3155,test.u0.u1,1,106.344,213.696,net_driver,AND4x1_ASAP7_75t_SL
u0.u1.n_3156,test.u0.u1,1,94.464,189.936,net_driver,AO21x1_ASAP7_75t_SL
u0.u1.n_3157,test.u0.u1,1,135.072,184.536,net_driver,O2A1O1Ixp33_ASAP7_75t_SL
u0.u1.n_3158,test.u0.u1,1,141.336,185.616,net_driver,NOR4xp25_ASAP7_75t_SL
u0.u1.n_3159,test.u0.u1,1,142.848,185.616,net_driver,AOI31xp33_ASAP7_75t_SL
u0.u1.n_316,test.u0.u1,1,103.536,293.616,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3160,test.u0.u1,1,136.368,182.376,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3161,test.u0.u1,1,134.64,192.096,net_driver,OA33x2_ASAP7_75t_SL
u0.u1.n_3162,test.u0.u1,1,140.256,183.456,net_driver,OAI32xp33_ASAP7_75t_SL
u0.u1.n_3163,test.u0.u1,1,95.976,187.776,net_driver,AOI33xp33_ASAP7_75t_SL
u0.u1.n_3164,test.u0.u1,1,93.816,197.496,net_driver,OA22x2_ASAP7_75t_SL
u0.u1.n_3165,test.u0.u1,1,138.96,187.776,net_driver,OAI32xp33_ASAP7_75t_SL
u0.u1.n_3166,test.u0.u1,1,142.2,183.456,net_driver,O2A1O1Ixp33_ASAP7_75t_SL
u0.u1.n_3167,test.u0.u1,1,139.392,189.936,net_driver,AO21x1_ASAP7_75t_SL
u0.u1.n_3168,test.u0.u1,1,112.392,215.856,net_driver,OAI221xp5_ASAP7_75t_SL
u0.u1.n_3169,test.u0.u1,1,141.336,189.936,net_driver,OAI22xp5_ASAP7_75t_SL
u0.u1.n_317,test.u0.u1,1,121.464,279.576,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3170,test.u0.u1,1,99.864,191.016,net_driver,OAI322xp33_ASAP7_75t_SL
u0.u1.n_3171,test.u0.u1,1,112.176,207.216,net_driver,O2A1O1Ixp33_ASAP7_75t_SL
u0.u1.n_3172,test.u0.u1,1,99.432,192.096,net_driver,OAI22xp5_ASAP7_75t_SL
u0.u1.n_3173,test.u0.u1,1,141.12,184.536,net_driver,OAI32xp33_ASAP7_75t_SL
u0.u1.n_3174,test.u0.u1,1,106.56,211.536,net_driver,OAI22xp5_ASAP7_75t_SL
u0.u1.n_3175,test.u0.u1,1,108.936,208.296,net_driver,OA332x1_ASAP7_75t_SL
u0.u1.n_3176,test.u0.u1,1,113.04,212.616,net_driver,AOI322xp5_ASAP7_75t_SL
u0.u1.n_3177,test.u0.u1,1,106.56,210.456,net_driver,OAI332xp33_ASAP7_75t_SL
u0.u1.n_3178,test.u0.u1,1,138.96,191.016,net_driver,OA211x2_ASAP7_75t_SL
u0.u1.n_3179,test.u0.u1,1,97.488,192.096,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_318,test.u0.u1,1,112.176,240.696,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3180,test.u0.u1,1,108.936,209.376,net_driver,OAI221xp5_ASAP7_75t_SL
u0.u1.n_3181,test.u0.u1,1,100.944,189.936,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3183,test.u0.u1,1,95.976,193.176,net_driver,OA331x1_ASAP7_75t_SL
u0.u1.n_3184,test.u0.u1,1,108.936,214.776,net_driver,OAI331xp33_ASAP7_75t_SL
u0.u1.n_3185,test.u0.u1,1,106.776,209.376,net_driver,AOI321xp33_ASAP7_75t_SL
u0.u1.n_3186,test.u0.u1,1,112.608,209.376,net_driver,OAI311xp33_ASAP7_75t_SL
u0.u1.n_3187,test.u0.u1,1,140.472,182.376,net_driver,NOR4xp25_ASAP7_75t_SL
u0.u1.n_3188,test.u0.u1,1,138.96,186.696,net_driver,OA331x1_ASAP7_75t_SL
u0.u1.n_3189,test.u0.u1,1,108.72,216.936,net_driver,AO21x1_ASAP7_75t_SL
u0.u1.n_319,test.u0.u1,1,100.08,311.976,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3190,test.u0.u1,1,111.96,214.776,net_driver,AOI221xp5_ASAP7_75t_SL
u0.u1.n_3191,test.u0.u1,1,135.504,191.016,net_driver,OAI211xp5_ASAP7_75t_SL
u0.u1.n_3192,test.u0.u1,1,107.424,205.056,net_driver,OA211x2_ASAP7_75t_SL
u0.u1.n_3193,test.u0.u1,1,96.408,194.256,net_driver,OAI221xp5_ASAP7_75t_SL
u0.u1.n_3194,test.u0.u1,1,134.64,182.376,net_driver,OA211x2_ASAP7_75t_SL
u0.u1.n_3195,test.u0.u1,1,107.208,212.616,net_driver,NOR5xp2_ASAP7_75t_SL
u0.u1.n_3196,test.u0.u1,1,138.096,182.376,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3197,test.u0.u1,1,107.424,219.096,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3198,test.u0.u1,1,112.176,216.936,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3199,test.u0.u1,1,92.304,189.936,net_driver,AND5x1_ASAP7_75t_SL
u0.u1.n_32,test.u0.u1,1,106.992,248.256,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_320,test.u0.u1,1,94.464,293.616,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3200,test.u0.u1,1,114.552,189.936,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3201,test.u0.u1,1,109.584,213.696,net_driver,OAI321xp33_ASAP7_75t_SL
u0.u1.n_3202,test.u0.u1,1,102.672,196.416,net_driver,OR3x1_ASAP7_75t_SL
u0.u1.n_3203,test.u0.u1,1,104.184,206.136,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3204,test.u0.u1,1,134.208,180.216,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3205,test.u0.u1,1,142.848,196.416,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3206,test.u0.u1,1,105.696,255.816,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3207,test.u0.u1,1,90.576,191.016,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3208,test.u0.u1,1,121.464,194.256,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3209,test.u0.u1,1,125.352,212.616,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_321,test.u0.u1,1,92.088,296.856,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3210,test.u0.u1,1,138.096,197.496,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3211,test.u0.u1,1,139.392,196.416,net_driver,XOR2xp5_ASAP7_75t_SL
u0.u1.n_3212,test.u0.u1,1,140.472,197.496,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3213,test.u0.u1,1,138.528,196.416,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_3214,test.u0.u1,1,136.368,195.336,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3215,test.u0.u1,1,137.664,196.416,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_3216,test.u0.u1,1,140.904,206.136,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3217,test.u0.u1,1,139.176,205.056,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3218,test.u0.u1,1,135.072,196.416,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3219,test.u0.u1,1,135.72,203.976,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_322,test.u0.u1,1,129.24,225.576,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3220,test.u0.u1,1,137.88,198.576,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3221,test.u0.u1,1,133.992,206.136,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3222,test.u0.u1,1,136.368,196.416,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3223,test.u0.u1,1,141.552,200.736,net_driver,A2O1A1Ixp33_ASAP7_75t_SL
u0.u1.n_3224,test.u0.u1,1,139.824,206.136,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3225,test.u0.u1,1,135.72,207.216,net_driver,O2A1O1Ixp33_ASAP7_75t_SL
u0.u1.n_3226,test.u0.u1,1,137.88,206.136,net_driver,OAI21xp5_ASAP7_75t_SL
u0.u1.n_3227,test.u0.u1,1,141.336,196.416,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3228,test.u0.u1,1,139.176,202.896,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3229,test.u0.u1,1,132.48,199.656,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_323,test.u0.u1,1,107.856,280.656,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3230,test.u0.u1,1,141.12,205.056,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_3231,test.u0.u1,1,132.48,203.976,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_3232,test.u0.u1,1,135.288,206.136,net_driver,OAI22xp5_ASAP7_75t_SL
u0.u1.n_3233,test.u0.u1,1,133.776,196.416,net_driver,OAI22xp5_ASAP7_75t_SL
u0.u1.n_3234,test.u0.u1,1,137.88,201.816,net_driver,A2O1A1O1Ixp25_ASAP7_75t_SL
u0.u1.n_3235,test.u0.u1,1,137.664,202.896,net_driver,AOI32xp33_ASAP7_75t_SL
u0.u1.n_3236,test.u0.u1,1,134.64,202.896,net_driver,OAI21xp5_ASAP7_75t_SL
u0.u1.n_3237,test.u0.u1,1,135.72,205.056,net_driver,O2A1O1Ixp33_ASAP7_75t_SL
u0.u1.n_3238,test.u0.u1,1,131.616,198.576,net_driver,OAI21xp5_ASAP7_75t_SL
u0.u1.n_3239,test.u0.u1,1,134.424,197.496,net_driver,NOR3xp33_ASAP7_75t_SL
u0.u1.n_324,test.u0.u1,1,101.808,300.096,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3240,test.u0.u1,1,139.392,200.736,net_driver,NAND3xp33_ASAP7_75t_SL
u0.u1.n_3241,test.u0.u1,1,133.992,203.976,net_driver,OAI32xp33_ASAP7_75t_SL
u0.u1.n_3242,test.u0.u1,1,133.344,197.496,net_driver,AOI21xp5_ASAP7_75t_SL
u0.u1.n_3243,test.u0.u1,1,136.584,203.976,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3244,test.u0.u1,1,134.856,199.656,net_driver,OAI32xp33_ASAP7_75t_SL
u0.u1.n_3245,test.u0.u1,1,141.552,197.496,net_driver,A2O1A1Ixp33_ASAP7_75t_SL
u0.u1.n_3246,test.u0.u1,1,131.832,200.736,net_driver,AOI32xp33_ASAP7_75t_SL
u0.u1.n_3247,test.u0.u1,1,133.992,205.056,net_driver,OAI211xp5_ASAP7_75t_SL
u0.u1.n_3248,test.u0.u1,1,139.176,198.576,net_driver,AO221x1_ASAP7_75t_SL
u0.u1.n_3249,test.u0.u1,1,138.096,203.976,net_driver,AOI332xp33_ASAP7_75t_SL
u0.u1.n_325,test.u0.u1,1,125.352,222.336,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3250,test.u0.u1,1,133.776,200.736,net_driver,AO322x2_ASAP7_75t_SL
u0.u1.n_3251,test.u0.u1,1,134.208,198.576,net_driver,AO221x1_ASAP7_75t_SL
u0.u1.n_3252,test.u0.u1,1,137.664,199.656,net_driver,AO331x1_ASAP7_75t_SL
u0.u1.n_3253,test.u0.u1,1,133.992,201.816,net_driver,AOI211xp5_ASAP7_75t_SL
u0.u1.n_3254,test.u0.u1,1,139.824,202.896,net_driver,AOI322xp5_ASAP7_75t_SL
u0.u1.n_3255,test.u0.u1,1,138.744,197.496,net_driver,AOI321xp33_ASAP7_75t_SL
u0.u1.n_3256,test.u0.u1,1,140.688,203.976,net_driver,OAI221xp5_ASAP7_75t_SL
u0.u1.n_3257,test.u0.u1,1,137.88,200.736,net_driver,NAND5xp2_ASAP7_75t_SL
u0.u1.n_3258,test.u0.u1,1,132.48,202.896,net_driver,A2O1A1O1Ixp25_ASAP7_75t_SL
u0.u1.n_3259,test.u0.u1,1,135.504,201.816,net_driver,AND4x1_ASAP7_75t_SL
u0.u1.n_326,test.u0.u1,1,131.4,252.576,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3260,test.u0.u1,1,131.184,197.496,net_driver,NAND3xp33_ASAP7_75t_SL
u0.u1.n_3261,test.u0.u1,1,130.968,199.656,net_driver,AOI221xp5_ASAP7_75t_SL
u0.u1.n_3262,test.u0.u1,1,132.048,205.056,net_driver,OAI211xp5_ASAP7_75t_SL
u0.u1.n_3263,test.u0.u1,1,134.856,209.376,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3264,test.u0.u1,1,130.536,196.416,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3265,test.u0.u1,1,128.808,200.736,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3266,test.u0.u1,1,129.024,208.296,net_driver,XOR2xp5_ASAP7_75t_SL
u0.u1.n_3267,test.u0.u1,1,125.568,269.856,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3268,test.u0.u1,1,123.408,267.696,net_driver,HB1xp67_ASAP7_75t_SL
u0.u1.n_3269,test.u0.u1,1,132.48,243.936,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3270,test.u0.u1,1,131.616,269.856,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3271,test.u0.u1,1,139.392,264.456,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3272,test.u0.u1,1,125.352,248.256,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3273,test.u0.u1,1,137.664,261.216,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3274,test.u0.u1,1,131.184,246.096,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3275,test.u0.u1,1,137.88,270.936,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3276,test.u0.u1,1,137.664,260.136,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3277,test.u0.u1,1,141.984,212.616,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3278,test.u0.u1,1,137.88,265.536,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3279,test.u0.u1,1,124.92,250.416,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_328,test.u0.u1,1,211.752,314.136,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3280,test.u0.u1,1,134.424,214.776,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3281,test.u0.u1,1,136.584,216.936,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3282,test.u0.u1,1,123.192,248.256,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3283,test.u0.u1,1,140.256,261.216,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3284,test.u0.u1,1,136.584,267.696,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3285,test.u0.u1,1,133.56,249.336,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3286,test.u0.u1,1,136.584,210.456,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3288,test.u0.u1,1,127.296,246.096,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3289,test.u0.u1,1,130.536,272.016,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_329,test.u0.u1,1,221.904,207.216,net_driver,HB1xp67_ASAP7_75t_SL
u0.u1.n_3290,test.u0.u1,1,124.92,240.696,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3291,test.u0.u1,1,132.48,247.176,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3292,test.u0.u1,1,124.704,245.016,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3293,test.u0.u1,1,138.96,210.456,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3294,test.u0.u1,1,131.616,267.696,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3295,test.u0.u1,1,132.48,270.936,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3296,test.u0.u1,1,127.08,242.856,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_3297,test.u0.u1,1,140.472,262.296,net_driver,INVx1_ASAP7_75t_SL
u0.u1.n_3298,test.u0.u1,1,137.88,269.856,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_3299,test.u0.u1,1,128.808,246.096,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_33,test.u0.u1,1,99.864,248.256,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_330,test.u0.u1,1,220.176,233.136,net_driver,HB1xp67_ASAP7_75t_L
u0.u1.n_3301,test.u0.u1,1,132.696,267.696,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3302,test.u0.u1,1,139.824,269.856,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3303,test.u0.u1,1,127.296,243.936,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3304,test.u0.u1,1,136.368,218.016,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u1.n_3305,test.u0.u1,1,132.264,246.096,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u1.n_3306,test.u0.u1,1,134.64,216.936,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u1.n_3307,test.u0.u1,1,122.328,243.936,net_driver,XOR2xp5_ASAP7_75t_SL
