signal_name,scope,width,x_um,y_um,source_type,cell_type
u0.u0.n_2939,test.u0.u0,1,212.616,160.776,net_driver,AOI22xp5_ASAP7_75t_L
u0.u0.n_294,test.u0.u0,1,216.936,11.736,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_2940,test.u0.u0,1,196.848,153.216,net_driver,AOI22xp5_ASAP7_75t_L
u0.u0.n_2941,test.u0.u0,1,92.304,7.416,net_driver,OAI322xp33_ASAP7_75t_SL
u0.u0.n_2942,test.u0.u0,1,92.52,14.976,net_driver,OAI221xp5_ASAP7_75t_SL
u0.u0.n_2943,test.u0.u0,1,83.664,12.816,net_driver,OAI321xp33_ASAP7_75t_SL
u0.u0.n_2944,test.u0.u0,1,75.672,11.736,net_driver,AOI32xp33_ASAP7_75t_SL
u0.u0.n_2945,test.u0.u0,1,76.968,7.416,net_driver,AOI322xp5_ASAP7_75t_SL
u0.u0.n_2946,test.u0.u0,1,76.104,16.056,net_driver,AOI322xp5_ASAP7_75t_SL
u0.u0.n_2947,test.u0.u0,1,94.032,10.656,net_driver,OAI321xp33_ASAP7_75t_SL
u0.u0.n_2948,test.u0.u0,1,189.936,169.416,net_driver,AOI22xp5_ASAP7_75t_L
u0.u0.n_2949,test.u0.u0,1,191.88,165.096,net_driver,AOI22xp5_ASAP7_75t_L
u0.u0.n_295,test.u0.u0,1,221.904,8.496,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_2950,test.u0.u0,1,187.344,167.256,net_driver,AOI22xp5_ASAP7_75t_L
u0.u0.n_2951,test.u0.u0,1,197.496,166.176,net_driver,AOI22xp5_ASAP7_75t_L
u0.u0.n_2952,test.u0.u0,1,187.128,168.336,net_driver,AOI22xp5_ASAP7_75t_L
u0.u0.n_2953,test.u0.u0,1,200.736,168.336,net_driver,AOI22xp5_ASAP7_75t_L
u0.u0.n_2954,test.u0.u0,1,185.4,159.696,net_driver,AOI22xp5_ASAP7_75t_L
u0.u0.n_2955,test.u0.u0,1,185.184,160.776,net_driver,AOI22xp5_ASAP7_75t_L
u0.u0.n_2956,test.u0.u0,1,186.912,165.096,net_driver,AOI22xp5_ASAP7_75t_L
u0.u0.n_2957,test.u0.u0,1,186.696,161.856,net_driver,AOI22xp5_ASAP7_75t_L
u0.u0.n_2958,test.u0.u0,1,196.2,165.096,net_driver,AOI22xp5_ASAP7_75t_L
u0.u0.n_2959,test.u0.u0,1,189.72,167.256,net_driver,AOI22xp5_ASAP7_75t_L
u0.u0.n_296,test.u0.u0,1,220.608,14.976,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_2960,test.u0.u0,1,187.344,166.176,net_driver,AOI22xp5_ASAP7_75t_L
u0.u0.n_2961,test.u0.u0,1,190.584,164.016,net_driver,AOI22xp5_ASAP7_75t_L
u0.u0.n_2962,test.u0.u0,1,194.04,165.096,net_driver,AOI22xp5_ASAP7_75t_L
u0.u0.n_2963,test.u0.u0,1,195.336,167.256,net_driver,AOI22xp5_ASAP7_75t_L
u0.u0.n_2964,test.u0.u0,1,197.928,169.416,net_driver,AOI22xp5_ASAP7_75t_L
u0.u0.n_2965,test.u0.u0,1,92.304,17.136,net_driver,AOI221xp5_ASAP7_75t_SL
u0.u0.n_2966,test.u0.u0,1,92.304,10.656,net_driver,OAI221xp5_ASAP7_75t_SL
u0.u0.n_2967,test.u0.u0,1,49.968,18.216,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_2968,test.u0.u0,1,90.144,9.576,net_driver,AO331x1_ASAP7_75t_SL
u0.u0.n_2969,test.u0.u0,1,87.552,7.416,net_driver,OAI322xp33_ASAP7_75t_SL
u0.u0.n_297,test.u0.u0,1,193.608,12.816,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u0.n_2970,test.u0.u0,1,83.448,11.736,net_driver,NAND4xp25_ASAP7_75t_SL
u0.u0.n_2971,test.u0.u0,1,76.752,12.816,net_driver,OAI211xp5_ASAP7_75t_SL
u0.u0.n_2972,test.u0.u0,1,78.48,19.296,net_driver,OAI211xp5_ASAP7_75t_SL
u0.u0.n_2973,test.u0.u0,1,76.752,14.976,net_driver,AOI221xp5_ASAP7_75t_SL
u0.u0.n_2974,test.u0.u0,1,94.68,14.976,net_driver,AOI211xp5_ASAP7_75t_SL
u0.u0.n_2975,test.u0.u0,1,83.448,13.896,net_driver,AOI221xp5_ASAP7_75t_SL
u0.u0.n_2976,test.u0.u0,1,89.928,11.736,net_driver,AOI321xp33_ASAP7_75t_SL
u0.u0.n_2977,test.u0.u0,1,81.288,12.816,net_driver,NOR5xp2_ASAP7_75t_SL
u0.u0.n_2978,test.u0.u0,1,88.2,8.496,net_driver,AOI211xp5_ASAP7_75t_SL
u0.u0.n_2979,test.u0.u0,1,82.8,27.936,net_driver,HB1xp67_ASAP7_75t_SL
u0.u0.n_298,test.u0.u0,1,226.224,6.336,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_2980,test.u0.u0,1,76.536,21.456,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_2981,test.u0.u0,1,81.072,16.056,net_driver,OAI331xp33_ASAP7_75t_SL
u0.u0.n_2982,test.u0.u0,1,96.192,17.136,net_driver,AND5x1_ASAP7_75t_SL
u0.u0.n_2983,test.u0.u0,1,87.984,12.816,net_driver,OAI221xp5_ASAP7_75t_SL
u0.u0.n_2984,test.u0.u0,1,94.896,16.056,net_driver,AND4x1_ASAP7_75t_SL
u0.u0.n_2985,test.u0.u0,1,90.144,17.136,net_driver,AOI221xp5_ASAP7_75t_SL
u0.u0.n_2986,test.u0.u0,1,83.016,22.536,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_2987,test.u0.u0,1,87.552,16.056,net_driver,NAND3xp33_ASAP7_75t_SL
u0.u0.n_2988,test.u0.u0,1,99.216,20.376,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_2989,test.u0.u0,1,81.936,20.376,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_299,test.u0.u0,1,219.96,6.336,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u0.n_2990,test.u0.u0,1,91.224,18.216,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_2991,test.u0.u0,1,95.76,20.376,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_2992,test.u0.u0,1,85.824,17.136,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_2993,test.u0.u0,1,116.064,43.056,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_2995,test.u0.u0,1,125.568,47.376,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_2996,test.u0.u0,1,116.712,44.136,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_2997,test.u0.u0,1,116.28,51.696,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u0.n_2998,test.u0.u0,1,116.712,52.776,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_2999,test.u0.u0,1,119.088,48.456,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_3,test.u0.u0,1,68.544,34.416,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_30,test.u0.u0,1,121.68,26.856,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_300,test.u0.u0,1,215.64,10.656,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_3000,test.u0.u0,1,114.984,49.536,net_driver,OAI21xp5_ASAP7_75t_SL
u0.u0.n_3001,test.u0.u0,1,117.792,51.696,net_driver,AO21x1_ASAP7_75t_SL
u0.u0.n_3002,test.u0.u0,1,118.008,49.536,net_driver,O2A1O1Ixp33_ASAP7_75t_SL
u0.u0.n_3003,test.u0.u0,1,126.216,48.456,net_driver,OR2x2_ASAP7_75t_SL
u0.u0.n_3004,test.u0.u0,1,118.008,46.296,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_3005,test.u0.u0,1,124.92,48.456,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3006,test.u0.u0,1,117.144,43.056,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3007,test.u0.u0,1,121.68,50.616,net_driver,OAI21xp5_ASAP7_75t_SL
u0.u0.n_3008,test.u0.u0,1,127.296,49.536,net_driver,NOR3xp33_ASAP7_75t_SL
u0.u0.n_3009,test.u0.u0,1,126.0,53.856,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_301,test.u0.u0,1,191.448,7.416,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_3010,test.u0.u0,1,116.712,47.376,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3011,test.u0.u0,1,119.52,46.296,net_driver,OAI322xp33_ASAP7_75t_SL
u0.u0.n_3012,test.u0.u0,1,124.92,45.216,net_driver,OAI22xp5_ASAP7_75t_SL
u0.u0.n_3013,test.u0.u0,1,124.704,51.696,net_driver,AND2x2_ASAP7_75t_SL
u0.u0.n_3014,test.u0.u0,1,126.0,49.536,net_driver,O2A1O1Ixp33_ASAP7_75t_SL
u0.u0.n_3015,test.u0.u0,1,119.952,49.536,net_driver,OAI33xp33_ASAP7_75t_SL
u0.u0.n_3016,test.u0.u0,1,116.496,50.616,net_driver,OAI211xp5_ASAP7_75t_SL
u0.u0.n_3017,test.u0.u0,1,120.6,48.456,net_driver,AOI221xp5_ASAP7_75t_SL
u0.u0.n_3018,test.u0.u0,1,125.352,46.296,net_driver,AOI321xp33_ASAP7_75t_SL
u0.u0.n_3019,test.u0.u0,1,115.416,46.296,net_driver,OAI321xp33_ASAP7_75t_SL
u0.u0.n_302,test.u0.u0,1,199.872,9.576,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3020,test.u0.u0,1,115.416,47.376,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3021,test.u0.u0,1,122.976,50.616,net_driver,OAI22xp5_ASAP7_75t_SL
u0.u0.n_3022,test.u0.u0,1,120.168,53.856,net_driver,OAI211xp5_ASAP7_75t_SL
u0.u0.n_3023,test.u0.u0,1,126.216,45.216,net_driver,OAI211xp5_ASAP7_75t_SL
u0.u0.n_3024,test.u0.u0,1,121.032,52.776,net_driver,AO221x1_ASAP7_75t_SL
u0.u0.n_3025,test.u0.u0,1,120.168,51.696,net_driver,AOI331xp33_ASAP7_75t_SL
u0.u0.n_3026,test.u0.u0,1,118.656,50.616,net_driver,NOR5xp2_ASAP7_75t_SL
u0.u0.n_3027,test.u0.u0,1,121.032,54.936,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3028,test.u0.u0,1,126.432,50.616,net_driver,NOR4xp25_ASAP7_75t_SL
u0.u0.n_3029,test.u0.u0,1,112.392,51.696,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_303,test.u0.u0,1,191.88,12.816,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_3030,test.u0.u0,1,126.648,53.856,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3031,test.u0.u0,1,48.672,19.296,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3032,test.u0.u0,1,41.112,6.336,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3034,test.u0.u0,1,48.024,13.896,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3035,test.u0.u0,1,42.408,6.336,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3036,test.u0.u0,1,42.192,13.896,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_3037,test.u0.u0,1,86.256,88.416,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3038,test.u0.u0,1,86.688,104.616,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3039,test.u0.u0,1,88.632,92.736,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_304,test.u0.u0,1,226.872,11.736,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3040,test.u0.u0,1,43.056,7.416,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3041,test.u0.u0,1,39.816,16.056,net_driver,OA22x2_ASAP7_75t_SL
u0.u0.n_3042,test.u0.u0,1,42.624,9.576,net_driver,OA22x2_ASAP7_75t_SL
u0.u0.n_3043,test.u0.u0,1,40.248,9.576,net_driver,AO21x1_ASAP7_75t_SL
u0.u0.n_3044,test.u0.u0,1,73.08,98.136,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3045,test.u0.u0,1,65.952,110.016,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3046,test.u0.u0,1,40.464,14.976,net_driver,OAI22xp5_ASAP7_75t_SL
u0.u0.n_3047,test.u0.u0,1,42.192,10.656,net_driver,OAI21xp5_ASAP7_75t_SL
u0.u0.n_3048,test.u0.u0,1,44.352,10.656,net_driver,OAI321xp33_ASAP7_75t_SL
u0.u0.n_3049,test.u0.u0,1,42.408,16.056,net_driver,NOR5xp2_ASAP7_75t_SL
u0.u0.n_305,test.u0.u0,1,219.528,7.416,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_3050,test.u0.u0,1,47.592,18.216,net_driver,OAI321xp33_ASAP7_75t_SL
u0.u0.n_3051,test.u0.u0,1,47.16,20.376,net_driver,XOR2xp5_ASAP7_75t_SL
u0.u0.n_3053,test.u0.u0,1,35.928,10.656,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3054,test.u0.u0,1,44.352,13.896,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3055,test.u0.u0,1,39.168,10.656,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3056,test.u0.u0,1,43.056,17.136,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u0.n_3057,test.u0.u0,1,87.552,90.576,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3058,test.u0.u0,1,86.256,86.256,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3059,test.u0.u0,1,86.256,90.576,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_306,test.u0.u0,1,189.936,16.056,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u0.n_3060,test.u0.u0,1,82.584,92.736,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3061,test.u0.u0,1,86.256,87.336,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3062,test.u0.u0,1,37.44,11.736,net_driver,AOI21xp5_ASAP7_75t_SL
u0.u0.n_3063,test.u0.u0,1,37.656,10.656,net_driver,NOR3xp33_ASAP7_75t_SL
u0.u0.n_3064,test.u0.u0,1,44.136,17.136,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u0.n_3065,test.u0.u0,1,36.36,7.416,net_driver,AOI21xp5_ASAP7_75t_SL
u0.u0.n_3066,test.u0.u0,1,54.72,64.656,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3067,test.u0.u0,1,54.288,70.056,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3068,test.u0.u0,1,35.928,9.576,net_driver,O2A1O1Ixp33_ASAP7_75t_SL
u0.u0.n_3069,test.u0.u0,1,42.624,12.816,net_driver,O2A1O1Ixp33_ASAP7_75t_SL
u0.u0.n_307,test.u0.u0,1,194.688,12.816,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3070,test.u0.u0,1,43.92,12.816,net_driver,AOI21xp5_ASAP7_75t_SL
u0.u0.n_3071,test.u0.u0,1,43.488,11.736,net_driver,OAI221xp5_ASAP7_75t_SL
u0.u0.n_3072,test.u0.u0,1,35.496,11.736,net_driver,NOR5xp2_ASAP7_75t_SL
u0.u0.n_3073,test.u0.u0,1,35.496,12.816,net_driver,OAI21xp5_ASAP7_75t_SL
u0.u0.n_3074,test.u0.u0,1,34.848,13.896,net_driver,XOR2xp5_ASAP7_75t_SL
u0.u0.n_3076,test.u0.u0,1,45.864,16.056,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3077,test.u0.u0,1,44.352,24.696,net_driver,XOR2xp5_ASAP7_75t_SL
u0.u0.n_3078,test.u0.u0,1,41.76,18.216,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3079,test.u0.u0,1,47.16,13.896,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_308,test.u0.u0,1,194.04,7.416,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_3080,test.u0.u0,1,47.16,19.296,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_3081,test.u0.u0,1,74.16,34.416,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3082,test.u0.u0,1,39.384,17.136,net_driver,OA22x2_ASAP7_75t_SL
u0.u0.n_3083,test.u0.u0,1,72.864,34.416,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3084,test.u0.u0,1,75.888,47.376,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3085,test.u0.u0,1,38.736,12.816,net_driver,OAI22xp5_ASAP7_75t_SL
u0.u0.n_3086,test.u0.u0,1,45.216,19.296,net_driver,AOI21xp5_ASAP7_75t_SL
u0.u0.n_3087,test.u0.u0,1,44.352,16.056,net_driver,NOR3xp33_ASAP7_75t_SL
u0.u0.n_3088,test.u0.u0,1,37.008,8.496,net_driver,O2A1O1Ixp33_ASAP7_75t_SL
u0.u0.n_3089,test.u0.u0,1,43.488,18.216,net_driver,OAI322xp33_ASAP7_75t_SL
u0.u0.n_309,test.u0.u0,1,192.96,7.416,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3090,test.u0.u0,1,38.52,14.976,net_driver,NOR4xp25_ASAP7_75t_SL
u0.u0.n_3091,test.u0.u0,1,37.656,16.056,net_driver,OAI221xp5_ASAP7_75t_SL
u0.u0.n_3092,test.u0.u0,1,36.792,14.976,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_3093,test.u0.u0,1,34.416,14.976,net_driver,XOR2xp5_ASAP7_75t_SL
u0.u0.n_3095,test.u0.u0,1,89.928,97.056,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3096,test.u0.u0,1,94.248,94.896,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3097,test.u0.u0,1,45.0,35.496,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3098,test.u0.u0,1,88.632,103.536,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3099,test.u0.u0,1,91.872,95.976,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_31,test.u0.u0,1,121.248,25.776,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_310,test.u0.u0,1,193.824,6.336,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_3100,test.u0.u0,1,95.76,90.576,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3101,test.u0.u0,1,56.88,43.056,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3102,test.u0.u0,1,50.184,46.296,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3103,test.u0.u0,1,36.36,56.016,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3104,test.u0.u0,1,60.552,110.016,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3105,test.u0.u0,1,76.968,102.456,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3106,test.u0.u0,1,42.624,76.536,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3107,test.u0.u0,1,44.784,34.416,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3108,test.u0.u0,1,57.528,85.176,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3109,test.u0.u0,1,53.64,81.936,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_311,test.u0.u0,1,222.768,8.496,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3110,test.u0.u0,1,47.592,35.496,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3111,test.u0.u0,1,47.592,36.576,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3112,test.u0.u0,1,44.568,31.176,net_driver,XOR2xp5_ASAP7_75t_SL
u0.u0.n_3118,test.u0.u0,1,43.704,6.336,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3119,test.u0.u0,1,48.24,16.056,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_312,test.u0.u0,1,224.496,7.416,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_3120,test.u0.u0,1,48.888,6.336,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3121,test.u0.u0,1,43.488,8.496,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_3122,test.u0.u0,1,49.104,16.056,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u0.n_3123,test.u0.u0,1,45.216,8.496,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_3124,test.u0.u0,1,47.16,12.816,net_driver,OA22x2_ASAP7_75t_SL
u0.u0.n_3125,test.u0.u0,1,48.024,7.416,net_driver,OA21x2_ASAP7_75t_SL
u0.u0.n_3126,test.u0.u0,1,45.432,6.336,net_driver,NOR3xp33_ASAP7_75t_SL
u0.u0.n_3127,test.u0.u0,1,40.464,13.896,net_driver,OAI22xp5_ASAP7_75t_SL
u0.u0.n_3128,test.u0.u0,1,48.672,14.976,net_driver,AO21x1_ASAP7_75t_SL
u0.u0.n_3129,test.u0.u0,1,39.168,6.336,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u0.n_313,test.u0.u0,1,190.368,6.336,net_driver,NAND2xp5_ASAP7_75t_SL
u0.u0.n_3130,test.u0.u0,1,39.6,7.416,net_driver,OA21x2_ASAP7_75t_SL
u0.u0.n_3131,test.u0.u0,1,47.16,9.576,net_driver,AOI31xp33_ASAP7_75t_SL
u0.u0.n_3132,test.u0.u0,1,47.592,11.736,net_driver,OAI322xp33_ASAP7_75t_SL
u0.u0.n_3133,test.u0.u0,1,49.104,10.656,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_3134,test.u0.u0,1,49.32,9.576,net_driver,AND5x1_ASAP7_75t_SL
u0.u0.n_3135,test.u0.u0,1,49.32,8.496,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3137,test.u0.u0,1,106.128,91.656,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3138,test.u0.u0,1,105.912,80.856,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3139,test.u0.u0,1,107.64,88.416,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_314,test.u0.u0,1,191.664,6.336,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3140,test.u0.u0,1,106.776,81.936,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3142,test.u0.u0,1,109.368,86.256,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3143,test.u0.u0,1,109.8,90.576,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3144,test.u0.u0,1,107.856,97.056,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3145,test.u0.u0,1,109.368,85.176,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3146,test.u0.u0,1,109.584,92.736,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3148,test.u0.u0,1,107.64,90.576,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3149,test.u0.u0,1,107.856,94.896,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_315,test.u0.u0,1,197.712,11.736,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3150,test.u0.u0,1,108.072,100.296,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3151,test.u0.u0,1,108.504,98.136,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3153,test.u0.u0,1,94.032,34.416,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3154,test.u0.u0,1,83.448,32.256,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3155,test.u0.u0,1,92.952,36.576,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3156,test.u0.u0,1,84.096,27.936,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3158,test.u0.u0,1,101.592,85.176,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3159,test.u0.u0,1,105.48,87.336,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_316,test.u0.u0,1,196.632,11.736,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_3160,test.u0.u0,1,102.456,84.096,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3161,test.u0.u0,1,106.992,99.216,net_driver,AOI22xp5_ASAP7_75t_SL
u0.u0.n_3162,test.u0.u0,1,56.664,14.976,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3163,test.u0.u0,1,55.8,46.296,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3164,test.u0.u0,1,67.68,80.856,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3165,test.u0.u0,1,62.928,59.256,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3166,test.u0.u0,1,62.064,68.976,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3167,test.u0.u0,1,62.28,54.936,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3168,test.u0.u0,1,67.032,75.456,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3169,test.u0.u0,1,59.904,64.656,net_driver,HB1xp67_ASAP7_75t_SL
u0.u0.n_317,test.u0.u0,1,194.904,17.136,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_3170,test.u0.u0,1,70.488,54.936,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3171,test.u0.u0,1,47.376,77.616,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3172,test.u0.u0,1,65.304,64.656,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3173,test.u0.u0,1,38.952,25.776,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3174,test.u0.u0,1,57.312,32.256,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3175,test.u0.u0,1,44.352,30.096,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3176,test.u0.u0,1,67.68,66.816,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3177,test.u0.u0,1,72.864,59.256,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_3178,test.u0.u0,1,70.488,44.136,net_driver,XNOR2xp5_ASAP7_75t_SL
u0.u0.n_318,test.u0.u0,1,199.008,16.056,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3180,test.u0.u0,1,73.08,30.096,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3181,test.u0.u0,1,65.304,27.936,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3183,test.u0.u0,1,71.784,64.656,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3184,test.u0.u0,1,77.832,60.336,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3185,test.u0.u0,1,78.048,62.496,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_3186,test.u0.u0,1,53.424,7.416,net_driver,NOR2xp33_ASAP7_75t_SL
u0.u0.n_3187,test.u0.u0,1,57.096,11.736,net_driver,INVx1_ASAP7_75t_SL
u0.u0.n_3188,test.u0.u0,1,52.56,7.416,net_driver,NOR2xp33_ASAP7_75t_SL
