time,value
0,1
606000,0
616000,1
626000,0
636000,1
646000,0
656000,1
666000,0
676000,1
686000,0
696000,1
706000,0
716000,1
726000,0
736000,1
746000,0
756000,1
766000,0
776000,1
786000,0
796000,1
806000,0
816000,1
826000,0
836000,1
846000,0
856000,1
866000,0
876000,1
886000,0
896000,1
906000,0
916000,1
926000,0
936000,1
946000,0
956000,1
966000,0
976000,1
986000,0
996000,1
