time,value
0,0
615000,0
625000,0
655000,0
665000,0
695000,0
705000,0
735000,0
745000,0
775000,0
785000,0
815000,0
825000,0
855000,0
865000,0
895000,0
905000,0
935000,0
945000,0
975000,0
985000,0
