time,value
0,0
115000,1
125000,0
135000,1
145000,0
155000,1
165000,0
175000,1
185000,0
195000,1
205000,0
215000,1
225000,0
235000,1
245000,0
255000,1
265000,0
275000,1
285000,0
295000,1
305000,0
575000,1
585000,0
615000,1
