time,bit_cnt_r [3:0],clk,cs_n_r,gpio_dir_r [15:0],gpio_in [15:0],gpio_in_i [15:0],gpio_out_o [15:0],gpio_out_r [15:0],gpio_sync1_r [15:0],gpio_sync2_r [15:0],haddr [31:0],haddr_i [31:0],haddr_r [31:0],half_done_w,hrdata_o [31:0],hrdata_w [31:0],hready_o,hresp_o,hsize [2:0],hsize_i [2:0],htrans [1:0],htrans_i [1:0],hwdata [31:0],hwdata_i [31:0],hwrite,hwrite_i,hwrite_r,irq [7:0],irq_enable_r [7:0],irq_i [7:0],irq_pending_r [7:0],irq_status_w [7:0],irq_sync1_r [7:0],irq_sync2_r [7:0],k,paddr_i [7:0],prdata_reg_i [31:0],pvalid_o,pwdata_i [31:0],pwr_mode [1:0],pwr_mode_i [1:0],pwr_mode_r [1:0],pwrite_i,ri,rst_n,rx_baud_done,rx_baud_r [9:0],rx_bit_r [2:0],rx_err_r,rx_half_done,rx_last_bit,rx_state_nxt [1:0],rx_state_r [1:0],rx_sync1_r,rx_sync2_r,rx_valid_r,sclk_r,sel_gpio_o,sel_irq_o,sel_pwr_o,sel_reg_o,sel_spi_o,sel_uart_o,shift_done_w,slp_time_r [31:0],spi_cs_n_o,spi_div_cnt_r [7:0],spi_div_r [7:0],spi_miso,spi_miso_i,spi_mosi_o,spi_sclk_o,spi_start_w,spi_state_nxt [1:0],spi_state_r [1:0],sram_addr [17:0],sram_addr_i [17:0],sram_ben [3:0],sram_ben_i [3:0],sram_rdata [31:0],sram_rdata_o [31:0],sram_ren,sram_ren_i,sram_wdata [31:0],sram_wdata_i [31:0],sram_wen,sram_wen_i,sw_ctrl_r [1:0],transfer_r,tx_baud_done,tx_baud_r [9:0],tx_bit_r [3:0],tx_busy_r,tx_frame_r [9:0],tx_last_bit,tx_out_r,tx_shift_r [7:0],tx_start_w,tx_state_nxt,tx_state_r,u_soc.u_gpio_ctrl.prdata_o [31:0],u_soc.u_gpio_ctrl.prdata_w [31:0],u_soc.u_gpio_ctrl.pvalid_i,u_soc.u_irq_ctrl.prdata_o [31:0],u_soc.u_irq_ctrl.prdata_w [31:0],u_soc.u_irq_ctrl.pvalid_i,u_soc.u_pwr_ctrl.clk,u_soc.u_pwr_ctrl.prdata_o [31:0],u_soc.u_pwr_ctrl.prdata_w [31:0],u_soc.u_pwr_ctrl.pvalid_i,u_soc.u_pwr_ctrl.rst_n,u_soc.u_spi_master.prdata_o [31:0],u_soc.u_spi_master.prdata_w [31:0],u_soc.u_spi_master.pvalid_i,u_soc.u_spi_master.rx_data_r [7:0],u_soc.u_spi_master.rx_shift_r [7:0],u_soc.u_uart_ctrl.prdata_o [31:0],u_soc.u_uart_ctrl.prdata_w [31:0],u_soc.u_uart_ctrl.pvalid_i,u_soc.u_uart_ctrl.rx_data_r [7:0],u_soc.u_uart_ctrl.rx_shift_r [7:0],uart_rx,uart_rx_i,uart_tx_o
306000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,1111,1111,0,0,0,0,10001000100010010001000100010,10001000100010010001000100010,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
310000,0,0,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,1111,1111,0,0,0,0,10001000100010010001000100010,10001000100010010001000100010,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
315000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,1111,1111,0,0,0,0,10001000100010010001000100010,10001000100010010001000100010,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
316000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1,1,1111,1111,0,0,0,0,10001000100010010001000100011,10001000100010010001000100011,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
320000,0,0,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1,1,1111,1111,0,0,0,0,10001000100010010001000100011,10001000100010010001000100011,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
325000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1,1,1111,1111,0,0,0,0,10001000100010010001000100011,10001000100010010001000100011,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
326000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,10,10,1111,1111,0,0,0,0,10001000100010010001000100000,10001000100010010001000100000,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
330000,0,0,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,10,10,1111,1111,0,0,0,0,10001000100010010001000100000,10001000100010010001000100000,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
335000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,10,10,1111,1111,0,0,0,0,10001000100010010001000100000,10001000100010010001000100000,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
336000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,11,11,1111,1111,0,0,0,0,10001000100010010001000100001,10001000100010010001000100001,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
340000,0,0,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,11,11,1111,1111,0,0,0,0,10001000100010010001000100001,10001000100010010001000100001,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
345000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,11,11,1111,1111,0,0,0,0,10001000100010010001000100001,10001000100010010001000100001,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
346000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,100,100,1111,1111,0,0,0,0,10001000100010010001000100110,10001000100010010001000100110,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
350000,0,0,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,100,100,1111,1111,0,0,0,0,10001000100010010001000100110,10001000100010010001000100110,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
355000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,100,100,1111,1111,0,0,0,0,10001000100010010001000100110,10001000100010010001000100110,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
356000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,101,101,1111,1111,0,0,0,0,10001000100010010001000100111,10001000100010010001000100111,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
360000,0,0,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,101,101,1111,1111,0,0,0,0,10001000100010010001000100111,10001000100010010001000100111,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
365000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,101,101,1111,1111,0,0,0,0,10001000100010010001000100111,10001000100010010001000100111,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
366000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,110,110,1111,1111,0,0,0,0,10001000100010010001000100100,10001000100010010001000100100,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
370000,0,0,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,110,110,1111,1111,0,0,0,0,10001000100010010001000100100,10001000100010010001000100100,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
375000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,110,110,1111,1111,0,0,0,0,10001000100010010001000100100,10001000100010010001000100100,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
376000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,111,111,1111,1111,0,0,0,0,10001000100010010001000100101,10001000100010010001000100101,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
380000,0,0,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,111,111,1111,1111,0,0,0,0,10001000100010010001000100101,10001000100010010001000100101,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
385000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,111,111,1111,1111,0,0,0,0,10001000100010010001000100101,10001000100010010001000100101,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
386000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1000,1000,1111,1111,0,0,0,0,10001000100010010001000101010,10001000100010010001000101010,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
390000,0,0,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1000,1000,1111,1111,0,0,0,0,10001000100010010001000101010,10001000100010010001000101010,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
395000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1000,1000,1111,1111,0,0,0,0,10001000100010010001000101010,10001000100010010001000101010,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
396000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1001,1001,1111,1111,0,0,0,0,10001000100010010001000101011,10001000100010010001000101011,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
400000,0,0,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1001,1001,1111,1111,0,0,0,0,10001000100010010001000101011,10001000100010010001000101011,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
405000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1001,1001,1111,1111,0,0,0,0,10001000100010010001000101011,10001000100010010001000101011,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
406000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1010,1010,1111,1111,0,0,0,0,10001000100010010001000101000,10001000100010010001000101000,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
410000,0,0,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1010,1010,1111,1111,0,0,0,0,10001000100010010001000101000,10001000100010010001000101000,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
415000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1010,1010,1111,1111,0,0,0,0,10001000100010010001000101000,10001000100010010001000101000,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
416000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1011,1011,1111,1111,0,0,0,0,10001000100010010001000101001,10001000100010010001000101001,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
420000,0,0,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1011,1011,1111,1111,0,0,0,0,10001000100010010001000101001,10001000100010010001000101001,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
425000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1011,1011,1111,1111,0,0,0,0,10001000100010010001000101001,10001000100010010001000101001,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
426000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1100,1100,1111,1111,0,0,0,0,10001000100010010001000101110,10001000100010010001000101110,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
430000,0,0,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1100,1100,1111,1111,0,0,0,0,10001000100010010001000101110,10001000100010010001000101110,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
435000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1100,1100,1111,1111,0,0,0,0,10001000100010010001000101110,10001000100010010001000101110,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
436000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1101,1101,1111,1111,0,0,0,0,10001000100010010001000101111,10001000100010010001000101111,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
440000,0,0,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1101,1101,1111,1111,0,0,0,0,10001000100010010001000101111,10001000100010010001000101111,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
445000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1101,1101,1111,1111,0,0,0,0,10001000100010010001000101111,10001000100010010001000101111,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
446000,0,1,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1110,1110,1111,1111,0,0,0,0,10001000100010010001000101100,10001000100010010001000101100,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
450000,0,0,1,0,0,0,0,0,0,0,10000,10000,10000,0,1,1,1,0,10,10,0,0,1,1,0,0,0,0,11111111,0,0,0,0,0,x,10000,1,0,1,0,0,0,0,x,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1110,1110,1111,1111,0,0,0,0,10001000100010010001000101100,10001000100010010001000101100,1,1,0,0,0,0,0,0,1111111111,0,1,0,0,0,0,0,0,0,11111111,11111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
