time,value
0,0
645000,1
655000,10
665000,11
675000,100
685000,101
695000,110
705000,111
715000,1000
725000,1001
735000,1010
745000,1011
755000,1100
765000,1101
775000,1110
785000,1111
795000,10000
805000,10001
815000,10010
825000,10011
835000,10100
845000,10101
855000,10110
865000,10111
875000,11000
885000,11001
895000,11010
905000,11011
915000,11100
925000,11101
935000,11110
945000,11111
955000,100000
965000,100001
975000,100010
985000,100011
995000,100100
