time,value
0,0
616000,1
636000,0
646000,1
656000,0
676000,1
696000,0
716000,1
726000,0
736000,1
756000,0
766000,1
776000,0
796000,1
806000,0
816000,1
836000,0
856000,1
876000,0
886000,1
896000,0
916000,1
936000,0
956000,1
966000,0
976000,1
996000,0
